f_MHz,S11_dB,Re_Zin,Im_Zin
6.002400000000000091e+02,-8.672744995378435517e-03,4.710912001741904970e-02,4.709619234890039507e+01
6.006974999999999909e+02,-9.517486705158692203e-03,5.176638738783535115e-02,4.716275558274804069e+01
6.011549999999999727e+02,-1.052358936586075475e-02,5.731456365286451832e-02,4.722912300075832093e+01
6.016124999999999545e+02,-1.168662568610262346e-02,6.373289295819936640e-02,4.729524051505076443e+01
6.020700000000000500e+02,-1.300158800149283679e-02,7.099728251932062306e-02,4.736105554982173516e+01
6.025275000000000318e+02,-1.446291175542211739e-02,7.908040324408811828e-02,4.742651724516795753e+01
6.029850000000000136e+02,-1.606450084783623070e-02,8.795180291686718888e-02,4.749157665506123038e+01
6.034424999999999955e+02,-1.779975476785922162e-02,9.757803170450590757e-02,4.755618693866274782e+01
6.038999999999999773e+02,-1.966159742169439409e-02,1.079227796882334806e-01,4.762030354416692290e+01
6.043574999999999591e+02,-2.164250756251465818e-02,1.189470260662385676e-01,4.768388438436031862e+01
6.048150000000000546e+02,-2.373455072329590937e-02,1.306091996035287917e-01,4.774689000308856635e+01
6.052725000000000364e+02,-2.592941254957450287e-02,1.428653498485457640e-01,4.780928373183495239e+01
6.057300000000000182e+02,-2.821843342268044730e-02,1.556693285616143341e-01,4.787103183563217357e+01
6.061875000000000000e+02,-3.059264425953698088e-02,1.689729807397474526e-01,4.793210364755137931e+01
6.066449999999999818e+02,-3.304280336919657168e-02,1.827263445515766860e-01,4.799247169104474864e+01
6.071024999999999636e+02,-3.555943424128001074e-02,1.968778594331461462e-01,4.805211178945565820e+01
6.075599999999999454e+02,-3.813286413584959789e-02,2.113745815284991669e-01,4.811100316205499894e+01
6.080175000000000409e+02,-4.075326333923273703e-02,2.261624055995709315e-01,4.816912850601379148e+01
6.084750000000000227e+02,-4.341068494569717828e-02,2.411862924725480806e-01,4.822647406378234081e+01
6.089325000000000045e+02,-4.609510501941044280e-02,2.563905010313968225e-01,4.828302967541085167e+01
6.093899999999999864e+02,-4.879646298747686295e-02,2.717188237233402748e-01,4.833878881541750872e+01
6.098474999999999682e+02,-5.150470211062664616e-02,2.871148244979101483e-01,4.839374861388973414e+01
6.103049999999999500e+02,-5.420980987466479661e-02,3.025220780644208296e-01,4.844790986158476187e+01
6.107625000000000455e+02,-5.690185814305046691e-02,3.178844093248286984e-01,4.850127699888344068e+01
6.112200000000000273e+02,-5.957104290893466131e-02,3.331461318190507281e-01,4.855385808854444463e+01
6.116775000000000091e+02,-6.220772348320872946e-02,3.482522840058428493e-01,4.860566477229617988e+01
6.121349999999999909e+02,-6.480246095496926262e-02,3.631488622009569345e-01,4.865671221140351577e+01
6.125924999999999727e+02,-6.734605576051032327e-02,3.777830489978771245e-01,4.870701901144018109e+01
6.130499999999999545e+02,-6.982958419878539102e-02,3.921034360143854647e-01,4.875660713159729198e+01
6.135075000000000500e+02,-7.224443373270572621e-02,4.060602398285610426e-01,4.880550177895278807e+01
6.139650000000000318e+02,-7.458233691964447076e-02,4.196055100060916421e-01,4.885373128822223521e+01
6.144225000000000136e+02,-7.683540381797648866e-02,4.326933281590590319e-01,4.890132698759943963e+01
6.148799999999999955e+02,-7.899615272241367059e-02,4.452799970309554989e-01,4.894832305138677953e+01
6.153374999999999773e+02,-8.105753908659114881e-02,4.573242186589633329e-01,4.899475634019341896e+01
6.157949999999999591e+02,-8.301298249969972509e-02,4.687872607363113842e-01,4.904066622955654253e+01
6.162525000000000546e+02,-8.485639159135001386e-02,4.796331103664241979e-01,4.908609442791172484e+01
6.167100000000000364e+02,-8.658218674906915935e-02,4.898286144847255330e-01,4.913108478489903774e+01
6.171675000000000182e+02,-8.818532054295773193e-02,4.993436063087300925e-01,4.917568309104611757e+01
6.176250000000000000e+02,-8.966129576303598359e-02,5.081510172653905810e-01,4.921993686991477546e+01
6.180824999999999818e+02,-9.100618098762337793e-02,5.162269739431726290e-01,4.926389516383519407e+01
6.185399999999999636e+02,-9.221662361270409336e-02,5.235508797050114627e-01,4.930760831437706315e+01
6.189974999999999454e+02,-9.328986028695342159e-02,5.301054807046751138e-01,4.935112773872896241e+01
6.194550000000000409e+02,-9.422372470966450253e-02,5.358769161384571156e-01,4.939450570316114408e+01
6.199125000000000227e+02,-9.501665276444837271e-02,5.408547526700974162e-01,4.943779509475094613e+01
6.203700000000000045e+02,-9.566768497463276621e-02,5.450320030540186655e-01,4.948104919253725598e+01
6.208274999999999864e+02,-9.617646628234982620e-02,5.484051290834470738e-01,4.952432143925463492e+01
6.212849999999999682e+02,-9.654324316718183863e-02,5.509740290755787973e-01,4.956766521476984622e+01
6.217424999999999500e+02,-9.676885813461633123e-02,5.527420101909316097e-01,4.961113361230894725e+01
6.222000000000000455e+02,-9.685474161984440611e-02,5.537157459708694773e-01,4.965477921852457399e+01
6.226575000000000273e+02,-9.680290136508855336e-02,5.539052195455914651e-01,4.969865389840134640e+01
6.231150000000000091e+02,-9.661590934297928368e-02,5.533236530402320108e-01,4.974280858594759991e+01
6.235724999999999909e+02,-9.629688631102578666e-02,5.519874237675261863e-01,4.978729308156043487e+01
6.240299999999999727e+02,-9.584948409398912073e-02,5.499159678513313443e-01,4.983215585689184479e+01
6.244874999999999545e+02,-9.527786570277249623e-02,5.471316719766875503e-01,4.987744386797346863e+01
6.249450000000000500e+02,-9.458668340831548338e-02,5.436597540027914288e-01,4.992320237729503418e+01
6.254025000000000318e+02,-9.378105489850940835e-02,5.395281332107000338e-01,4.996947478545607879e+01
6.258600000000000136e+02,-9.286653765472684119e-02,5.347672909872007718e-01,5.001630247294394849e+01
6.263174999999999955e+02,-9.184910169127091795e-02,5.294101227649785635e-01,5.006372465251838122e+01
6.267749999999999773e+02,-9.073510080789279342e-02,5.234917820567819291e-01,5.011177823261267150e+01
6.272324999999999591e+02,-8.953124250985980415e-02,5.170495174270965943e-01,5.016049769209321596e+01
6.276900000000000546e+02,-8.824455675445053160e-02,5.101225032487916033e-01,5.020991496665131137e+01
6.281475000000000364e+02,-8.688236368510440788e-02,5.027516650878625093e-01,5.026005934703540845e+01
6.286050000000000182e+02,-8.545224051646956032e-02,4.949795005526291258e-01,5.031095738927214711e+01
6.290625000000000000e+02,-8.396198773377321067e-02,4.868498964292145570e-01,5.036263283696309401e+01
6.295199999999999818e+02,-8.241959476968775677e-02,4.784079429094286739e-01,5.041510655568855981e+01
6.299774999999999636e+02,-8.083320532051484208e-02,4.696997456976125251e-01,5.046839647950153562e+01
6.304349999999999454e+02,-7.921108246064118008e-02,4.607722367567281263e-01,5.052251756943977767e+01
6.308925000000000409e+02,-7.756157371154843994e-02,4.516729844322738829e-01,5.057748178394827221e+01
6.313500000000000227e+02,-7.589307621726126829e-02,4.424500036618457810e-01,5.063329806105705444e+01
6.318075000000000045e+02,-7.421400217357237983e-02,4.331515669514124367e-01,5.068997231212642873e+01
6.322649999999999864e+02,-7.253274465285225459e-02,4.238260167678329360e-01,5.074750742694055106e+01
6.327224999999999682e+02,-7.085764396033253365e-02,4.145215799668854895e-01,5.080590328989575255e+01
6.331799999999999500e+02,-6.919695465178070382e-02,4.052861848484851648e-01,5.086515680701302955e+01
6.336375000000000455e+02,-6.755881333494145879e-02,3.961672813950065652e-01,5.092526194347335888e+01
6.340950000000000273e+02,-6.595120737089717189e-02,3.872116652256103464e-01,5.098620977136290122e+01
6.345525000000000091e+02,-6.438194458338369897e-02,3.784653057643293517e-01,5.104798852729247471e+01
6.350099999999999909e+02,-6.285862407733672219e-02,3.699731790975263057e-01,5.111058367954709780e+01
6.354674999999999727e+02,-6.138860825985564817e-02,3.617791059658607145e-01,5.117397800440577527e+01
6.359249999999999545e+02,-5.997899614939471852e-02,3.539255953132812160e-01,5.123815167126227976e+01
6.363825000000000500e+02,-5.863659805133560055e-02,3.464536937897920721e-01,5.130308233617027014e+01
6.368400000000000318e+02,-5.736791167082069820e-02,3.394028415859223768e-01,5.136874524342787396e+01
6.372975000000000136e+02,-5.617909972564901627e-02,3.328107349503438561e-01,5.143511333480831382e+01
6.377549999999999955e+02,-5.507596911599066392e-02,3.267131957305892676e-01,5.150215736603949779e+01
6.382124999999999773e+02,-5.406395169908703724e-02,3.211440482495990789e-01,5.156984603012721635e+01
6.386699999999999591e+02,-5.314808671180390465e-02,3.161350038227000447e-01,5.163814608711237497e+01
6.391275000000000546e+02,-5.233300487610288015e-02,3.117155531967454318e-01,5.170702249984358900e+01
6.395850000000000364e+02,-5.162291421670683195e-02,3.079128671813605167e-01,5.177643857534239658e+01
6.400425000000000182e+02,-5.102158761408430443e-02,3.047517057280094699e-01,5.184635611133067812e+01
6.405000000000000000e+02,-5.053235210961271040e-02,3.022543356944218940e-01,5.191673554747752917e+01
6.409574999999999818e+02,-5.015807997487413405e-02,3.004404575241368391e-01,5.198753612092134802e+01
6.414149999999999636e+02,-4.990118155063110600e-02,2.993271410486256778e-01,5.205871602560556255e+01
6.418724999999999454e+02,-4.976359985705719469e-02,2.989287706127383704e-01,5.213023257496156049e+01
6.423300000000000409e+02,-4.974680697075520297e-02,2.992569997013399541e-01,5.220204236745730242e+01
6.427875000000000227e+02,-4.985180216015221849e-02,3.003207152339607000e-01,5.227410145451877810e+01
6.432450000000000045e+02,-5.007911176584083079e-02,3.021260116731509515e-01,5.234636551032166096e+01
6.437024999999999864e+02,-5.042879080852671198e-02,3.046761750764929166e-01,5.241879000293122459e+01
6.441599999999999682e+02,-5.090042630213426761e-02,3.079716771956475529e-01,5.249133036626168547e+01
6.446174999999999500e+02,-5.149314224682576685e-02,3.120101797117362796e-01,5.256394217230805310e+01
6.450750000000000455e+02,-5.220560627117110802e-02,3.167865486625390803e-01,5.263658130309173089e+01
6.455325000000000273e+02,-5.303603789013865838e-02,3.222928790982788061e-01,5.270920412174860559e+01
6.459900000000000091e+02,-5.398221834075105779e-02,3.285185299685843829e-01,5.278176764217597139e+01
6.464474999999999909e+02,-5.504150195392645828e-02,3.354501692146916181e-01,5.285422969664305981e+01
6.469049999999999727e+02,-5.621082901721714126e-02,3.430718290073842547e-01,5.292654910076110752e+01
6.473624999999999545e+02,-5.748674007900891891e-02,3.513649710342103827e-01,5.299868581520126298e+01
6.478200000000000500e+02,-5.886539164186065098e-02,3.603085617055203360e-01,5.307060110354225912e+01
6.482775000000000318e+02,-6.034257318769221945e-02,3.698791571032606917e-01,5.314225768562675967e+01
6.487350000000000136e+02,-6.191372547518677466e-02,3.800509974628140109e-01,5.321361988580520830e+01
6.491924999999999955e+02,-6.357396004491649988e-02,3.907961109284596724e-01,5.328465377544908677e+01
6.496499999999999773e+02,-6.531807986461193871e-02,4.020844262826481774e-01,5.335532730912012767e+01
6.501074999999999591e+02,-6.714060104330162038e-02,4.138838943042814633e-01,5.342561045379288487e+01
6.505650000000000546e+02,-6.903577553886429408e-02,4.261606173622158877e-01,5.349547531054241034e+01
6.510225000000000364e+02,-7.099761478077595833e-02,4.388789868093535551e-01,5.356489622812406282e+01
6.514800000000000182e+02,-7.301991412547692573e-02,4.520018276920075850e-01,5.363384990789729301e+01
6.519375000000000000e+02,-7.509627805871289807e-02,4.654905502472246881e-01,5.370231549956889694e+01
6.523949999999999818e+02,-7.722014605606743187e-02,4.793053076168643512e-01,5.377027468726456050e+01
6.528524999999999636e+02,-7.938481900917543355e-02,4.934051591632245271e-01,5.383771176547083570e+01
6.533099999999999454e+02,-8.158348612248214615e-02,5.077482387321009538e-01,5.390461370442697842e+01
6.537675000000000409e+02,-8.380925218257828657e-02,5.222919271723993617e-01,5.397097020459619898e+01
6.542250000000000227e+02,-8.605516509917601753e-02,5.369930283843161734e-01,5.403677373988428201e+01
6.546825000000000045e+02,-8.831424361530040845e-02,5.518079481418250998e-01,5.410201958933300403e+01
6.551399999999999864e+02,-9.057950508129491984e-02,5.666928749032784651e-01,5.416670585706409469e+01
6.555974999999999682e+02,-9.284399318641446686e-02,5.816039618049821946e-01,5.423083348031100570e+01
6.560549999999999500e+02,-9.510080554021103916e-02,5.964975090143920244e-01,5.429440622543359041e+01
6.565125000000000455e+02,-9.734312099519708272e-02,6.113301456064855754e-01,5.435743067187432587e+01
6.569700000000000273e+02,-9.956422660185627882e-02,6.260590101195895318e-01,5.441991618407886477e+01
6.574275000000000091e+02,-1.017575440873319248e-01,6.406419289468457956e-01,5.448187487146655883e+01
6.578849999999999909e+02,-1.039166557499315025e-01,6.550375917232077461e-01,5.454332153660562454e+01
6.583424999999999727e+02,-1.060353296622333630e-01,6.692057228756420617e-01,5.460427361180937567e+01
6.587999999999999545e+02,-1.081075440782567620e-01,6.831072485252852600e-01,5.466475108443881936e+01
6.592575000000000500e+02,-1.101275109418976550e-01,6.967044579476040500e-01,5.472477641125534831e+01
6.597150000000000318e+02,-1.120896983967065719e-01,7.099611588249354899e-01,5.478437442223435028e+01
6.601725000000000136e+02,-1.139888522014083083e-01,7.228428255615050313e-01,5.484357221430492046e+01
6.606299999999999955e+02,-1.158200159586496580e-01,7.353167399646487468e-01,5.490239903554090262e+01
6.610874999999999773e+02,-1.175785500703101782e-01,7.473521236445855864e-01,5.496088616037748409e+01
6.615449999999999591e+02,-1.192601493369998544e-01,7.589202615264255547e-01,5.501906675647999378e+01
6.620025000000000546e+02,-1.208608591259106024e-01,7.699946159249763111e-01,5.507697574393062467e+01
6.624600000000000364e+02,-1.223770900374311354e-01,7.805509306862233876e-01,5.513464964744462549e+01
6.629175000000000182e+02,-1.238056310073965272e-01,7.905673249558086146e-01,5.519212644235435761e+01
6.633750000000000000e+02,-1.251436607897860320e-01,8.000243761995275982e-01,5.524944539513317210e+01
6.638324999999999818e+02,-1.263887577717512922e-01,8.089051921592551597e-01,5.530664689925325916e+01
6.642899999999999636e+02,-1.275389080815010900e-01,8.171954714961748856e-01,5.536377230718598241e+01
6.647474999999999454e+02,-1.285925119573548270e-01,8.248835529336885353e-01,5.542086375936924725e+01
6.652050000000000409e+02,-1.295483883552881466e-01,8.319604527805748440e-01,5.547796401096672270e+01
6.656625000000000227e+02,-1.304057777807570984e-01,8.384198907777050680e-01,5.553511625724888034e+01
6.661200000000000045e+02,-1.311643433395944525e-01,8.442583042755309464e-01,5.559236395841536904e+01
6.665774999999999864e+02,-1.318241700116340176e-01,8.494748508121769959e-01,5.564975066467139442e+01
6.670349999999999682e+02,-1.323857621593603762e-01,8.540713992198422089e-01,5.570731984235126788e+01
6.674924999999999500e+02,-1.328500392930604401e-01,8.580525094478221870e-01,5.576511470186298425e+01
6.679500000000000455e+02,-1.332183301220651317e-01,8.614254013412738775e-01,5.582317802820256958e+01
6.684075000000000273e+02,-1.334923649303322857e-01,8.641999126690892430e-01,5.588155201475628786e+01
6.688650000000000091e+02,-1.336742663225961580e-01,8.663884467397274802e-01,5.594027810107662191e+01
6.693224999999999909e+02,-1.337665383950566445e-01,8.680059099895384156e-01,5.599939681528210400e+01
6.697799999999999727e+02,-1.337720543916226523e-01,8.690696399647934722e-01,5.605894762169096168e+01
6.702374999999999545e+02,-1.336940429142143005e-01,8.695993241589858869e-01,5.611896877425857610e+01
6.706950000000000500e+02,-1.335360727610365450e-01,8.696169101921839006e-01,5.617949717634513007e+01
6.711525000000000318e+02,-1.333020364735515162e-01,8.691465078521233290e-01,5.624056824729589010e+01
6.716100000000000136e+02,-1.329961326772557684e-01,8.682142835346100540e-01,5.630221579627236395e+01
6.720674999999999955e+02,-1.326228473066417002e-01,8.668483476429450496e-01,5.636447190372469862e+01
6.725249999999999773e+02,-1.321869338084463441e-01,8.650786355183647247e-01,5.642736681085402495e+01
6.729824999999999591e+02,-1.316933924204916340e-01,8.629367824834587308e-01,5.649092881736432048e+01
6.734400000000000546e+02,-1.311474486269886552e-01,8.604559935916026303e-01,5.655518418776271261e+01
6.738975000000000364e+02,-1.305545308921661762e-01,8.576709086721013842e-01,5.662015706642120705e+01
6.743550000000000182e+02,-1.299202477765353803e-01,8.546174632663037229e-01,5.668586940157243959e+01
6.748125000000000000e+02,-1.292503645406492263e-01,8.513327460454749307e-01,5.675234087837142738e+01
6.752699999999999818e+02,-1.285507793413824817e-01,8.478548532940418658e-01,5.681958886111593898e+01
6.757274999999999636e+02,-1.278274991255768100e-01,8.442227410354631312e-01,5.688762834468325735e+01
6.761849999999999454e+02,-1.270866153253842334e-01,8.404760753686043584e-01,5.695647191520401975e+01
6.766425000000000409e+02,-1.263342794575922634e-01,8.366550815680822151e-01,5.702612971996388325e+01
6.771000000000000227e+02,-1.255766787282533159e-01,8.328003924922351420e-01,5.709660944649173331e+01
6.775575000000000045e+02,-1.248200117408491128e-01,8.289528968240098550e-01,5.716791631076533520e+01
6.780149999999999864e+02,-1.240704644040730581e-01,8.251535876579284556e-01,5.724005305444048730e+01
6.784724999999999682e+02,-1.233341861323391242e-01,8.214434119300375592e-01,5.731301995098380075e+01
